~~2089|	|UPO - Plant 56 East Operator|	|UPO - Plant 56 East Operator|	|3|	|0|	|58|	|UPG -  Offplots|	|1|	|0|	|
~~2090|	|UPO - Plant 56 West Operator|	|UPO - Plant 56 West Operator|	|3|	|0|	|58|	|UPG -  Offplots|	|1|	|0|	|
~~2091|	|UP2 - Primary Field Operator Plant 52|	|UP2 - Primary Field Operator Plant 52|	|3|	|0|	|58|	|UP2 - Primary|	|1|	|0|	|
~~2092|	|UPS1 - Plant 8 Field Operator|	|UPS1 -  Plant 8|	|3|	|0|	|58|	|UPG - Sulphur|	|1|	|0|	|
~~2093|	|EUS - Shift Supervisor|	|Energy & Utilities|	|6|	|1|	|177|	|EUS|	|1|	|1|	|
~~2094|	|UP2 Primary Area Manager|	|UP2 Primary Area Manager|	|3|	|0|	|95|	|UP2 - Primary|	|1|	|0|	|
~~2095|	|P93 Oil Supervisor|	|P93 Oil Shift Supervisor|	|5|	|1|	|52|	|General|	|1|	|1|	|
~~2096|	|P93 SWC Supervisor|	|P93 SWC Shift Supervisor|	|5|	|1|	|52|	|General|	|1|	|1|	|
~~2097|	|Ext-Secondary Ops Manager|	|Ext-Secondary Ops Manager|	|3|	|0|	|95|	|Extraction - Secondary|	|1|	|0|	|
~~2098|	|Upgrading Chief Power Engineer|	|Upgrading Chief Power Engineer|	|3|	|0|	|66|	|Oilsands General|	|1|	|0|	|
~~2099|	|Extraction Administrator|	|Extraction Full Admin Rights|	|3|	|0|	|88|	|Oilsands General|	|1|	|0|	|
~~2100|	|TA - BU Area Process Engineer|	|Turnaround BU Area Process Engineer|	|3|	|1|	|104|	|TA - BU|	|1|	|0|	|
~~2101|	|TA - BU Area Reliability Engineer|	|Turnaround BU Area Reliability Engineer|	|3|	|1|	|104|	|TA - BU|	|1|	|0|	|
~~2102|	|TA - BU Director Functional Reps|	|Turnaround BU Director of Functional Representatives|	|3|	|1|	|103|	|TA - BU|	|1|	|0|	|
~~2103|	|TA - Director TA Execution|	|Turnaround Director of Execution|	|3|	|1|	|103|	|TA - General|	|1|	|0|	|
~~2104|	|TA - Director TA Support|	|Turnaround Director of Support|	|3|	|1|	|103|	|TA - General|	|1|	|0|	|
~~2105|	|TA - Offplots E&I, EHT & I Supervisor|	|Turnaround Offplots E&I, EHT & Insulation Supervisor|	|3|	|1|	|100|	|TA - Offplots|	|1|	|0|	|
~~2106|	|TA - Offplots E&I, EHT Coordinator|	|Turnaround Offplots E&I, EHT Coordinator|	|3|	|1|	|100|	|TA - Offplots|	|1|	|0|	|
~~2107|	|TA - Offplots Execution Manager|	|Turnaround Offplots Execution Manager|	|3|	|1|	|101|	|TA - Offplots|	|1|	|0|	|
~~2108|	|TA - Offplots Insulation Coordinator|	|Turnaround Offplots Insulation Coordinator|	|3|	|1|	|100|	|TA - Offplots|	|1|	|0|	|
~~2109|	|TA - Offplots Logistics Support Coord|	|Turnaround Offplots Logistics Support Coordinator (PAL)|	|3|	|1|	|100|	|TA - Offplots|	|1|	|0|	|
~~2110|	|TA - Offplots Manager|	|Turnaround Offplots Area TA Manager|	|3|	|1|	|102|	|TA - Offplots|	|1|	|0|	|
~~2111|	|TA - Offplots Mech Equipment Coordinator|	|Turnaround Offplots Mech Equipment Coordinator|	|3|	|1|	|100|	|TA - Offplots|	|1|	|0|	|
~~2112|	|TA - Offplots Ops Area Manager|	|Turnaround - Offplots Ops Area Manager|	|3|	|1|	|95|	|TA - Offplots|	|1|	|0|	|
~~2113|	|TA - Offplots P/V Coordinator|	|Turnaround Offplots Piping & Valves Coordinator|	|3|	|1|	|100|	|TA - Offplots|	|1|	|0|	|
~~2114|	|TA - Offplots Scaffolding Coordinator|	|Turnaround Offplots Scaffolding Coordinator|	|3|	|1|	|100|	|TA - Offplots|	|1|	|0|	|
~~2115|	|TA - Offplots Sub-Station Coordinator|	|Turnaround Offplots Sub-Station Coordinator|	|3|	|1|	|100|	|TA - Offplots|	|1|	|0|	|
~~2116|	|TA - P52/57 52C,305,399,310,101 HCBI Co|	|Turnaround P52/57 52C,305,399,310,101 HCBI Coordinator|	|3|	|1|	|100|	|TA - Plant 52/57|	|1|	|0|	|
~~2117|	|TA - P52/57 52F-101 A&B 52C-513 Coord|	|Turnaround P52/57 52F-101 A&B 52C-513 Coordinator|	|3|	|1|	|100|	|TA - Plant 52/57|	|1|	|0|	|
~~2118|	|TA - P52/57 CBI CS Coordinator|	|Turnaround P52/57 Cross Shift Coordinator|	|3|	|1|	|100|	|TA - Plant 52/57|	|1|	|0|	|
~~2119|	|TA - P52/57 EHT/Elect Coordinator|	|Turnaround P52/57 EHT/Electrical Coordinator|	|3|	|1|	|100|	|TA - Plant 52/57|	|1|	|0|	|
~~2120|	|TA - P52/57 Exchangers-1 Coordinator|	|Turnaround P52/57 Exchangers-1 Coordinator|	|3|	|1|	|100|	|TA - Plant 52/57|	|1|	|0|	|
~~2121|	|TA - P52/57 Exchangers-2 Coordinator|	|Turnaround P52/57 Exchangers-2 Coordinator|	|3|	|1|	|100|	|TA - Plant 52/57|	|1|	|0|	|
~~2122|	|TA - P52/57 Execution Manager|	|Turnaround P52/57 Execution Manager|	|3|	|1|	|101|	|TA - Plant 52/57|	|1|	|0|	|
~~2123|	|TA - P52/57 F101 CS Coordinator|	|Turnaround P52/57 F101 Cross Shift Coordinator|	|3|	|1|	|100|	|TA - Plant 52/57|	|1|	|0|	|
~~2124|	|TA - P52/57 Instrumentation Coordinator|	|Turnaround P52/57 Instrumentation Coordinator|	|3|	|1|	|100|	|TA - Plant 52/57|	|1|	|0|	|
~~2125|	|TA - P52/57 Insulation Coordinator|	|Turnaround P52/57 Insulation Coordinator|	|3|	|1|	|100|	|TA - Plant 52/57|	|1|	|0|	|
~~2126|	|TA - P52/57 Manager|	|Turnaround P52/57 Area TA Manager|	|3|	|1|	|102|	|TA - Plant 52/57|	|1|	|0|	|
